StockCode,Price
17012E,0.5
17012A,0.5
17012B,0.5
17012C,0.5
17012F,0.5
22970,2.55
21195,0.65
35001W,2.0
22174,1.25
85150,1.69
21166,1.53
85152,1.53
22693,0.94
21181,1.53
21181,1.65
22971,2.55
84877D,1.25
84926F,0.42
37342,0.85
37327,0.42
85036B,1.25
10133,0.42
21774,0.42
21773,0.42
22108,1.25
85059,1.25
85054,1.25
22643,0.85
22641,0.85
22640,0.85
22263,0.19
21616,1.25
21617,1.25
21618,1.25
22396,0.42
35648,0.85
84012,0.85
22510,1.25
22971,2.1
22970,2.1
22988,1.06
20616,0.75
20619,0.75
20622,0.75
21633,3.95
21881,0.19
84519B,1.25
22503,12.75
84674,1.25
21198,0.42
C2,150.0
22858,1.45
22859,1.45
21202,0.65
84926D,0.42
22974,1.45
90022,3.75
21199,0.42
84926E,0.42
85169C,0.42
21403,0.36
22934,2.55
84218,1.69
84228,0.37
22857,0.72
20866,1.06
21209,0.65
22723,3.45
22893,0.36
84692,0.36
22889,2.17
22888,2.17
82583,2.21
22212,2.22
21775,0.42
85169C,1.06
85169D,1.06
23231,0.42
23230,0.42
90125B,0.85
22936,2.75
22933,2.55
22967,2.55
22957,2.55
21110,3.35
22957,2.95
22801,3.39
23233,0.42
22830,10.0
22967,2.95
23232,0.42
23166,1.04
22099,1.06
21197,0.42
22254,1.06
22972,1.45
20854,1.45
22964,1.85
22984,0.36
22829,8.5
22802,16.95
22786,4.95
22973,1.45
22721,4.25
22929,57.95
22763,8.5
84800M,1.27
90125C,0.85
85141,8.95
17028J,0.42
85208,1.69
22985,0.34
21175,2.55
21155,2.55
22894,9.95
82483,6.95
82486,8.95
21174,2.08
22989,2.95
84406B,4.15
47566B,4.95
21035,3.25
22989,3.25
47504H,1.25
47566,4.15
21166,2.08
47566,4.95
84997D,4.15
84997B,4.15
84997C,4.15
84997A,4.15
82484,7.95
22990,4.95
37413,1.25
79321,5.75
82484,4.77
22775,1.06
21080,0.72
21175,2.08
82583,1.85
20902,5.55
90174,2.55
22616,0.22
21981,0.22
21982,0.22
21986,0.22
21985,0.22
85177,0.64
22774,1.06
82484,6.75
82600,1.85
20966,1.06
90055,2.55
22543,0.32
17003,0.29
84880,7.5
23231,0.34
23230,0.34
22989,2.75
22990,4.25
22907,0.72
22613,0.72
22883,1.95
85163B,10.95
23232,0.34
18007,0.06
22980,1.65
22993,1.25
23006,0.42
23004,0.42
23002,0.42
23003,0.42
23000,0.42
22994,0.42
22998,0.42
22991,1.95
22992,1.95
22805,1.06
22772,1.06
22771,1.06
82582,1.85
21174,1.85
84406B,3.75
37413,0.39
79063D,0.18
22993,1.06
22937,2.1
23003,0.36
22999,0.36
22998,0.36
22995,0.36
22996,0.36
22978,3.75
22997,0.42
23005,0.42
22996,0.42
22995,0.42
22999,0.42
79062D,0.65
22351,1.65
21035,2.75
22908,0.72
21208,1.45
22743,2.55
21989,0.72
22992,1.65
22991,1.65
22053,0.82
82486,8.15
22980,1.45
22702,0.85
84819,3.39
21166,1.85
22183,3.0
22886,1.95
72134,0.42
22053,1.06
79051A,0.53
23182,0.83
22979,1.45
23177,2.25
23193,2.25
23194,2.25
23176,2.25
22982,1.25
82484,7.9
23126,4.95
23127,4.95
21621,6.98
22978,3.39
22615,0.25
22800,3.39
23128,4.95
23183,3.75
23179,2.89
23178,2.89
22981,1.45
23180,4.95
23194,2.08
23193,2.08
23049,8.25
23053,8.25
23054,8.25
23050,8.25
23052,8.25
23051,8.25
23185,1.25
23184,4.95
21793,5.95
22826,195.0
22824,32.95
22979,1.25
22982,1.06
84596F,0.42
84596L,0.42
84596E,0.42
84313C,1.95
84313B,1.95
84531A,0.39
84531B,0.39
21038,0.79
21040,0.79
23181,8.25
21981,0.21
22616,0.21
20802,1.45
23187,1.25
35911A,0.85
72799F,2.55
37444C,0.39
37444A,0.39
21397,0.39
37423,0.39
23186,1.25
84596B,0.42
84596G,0.42
47593A,0.29
47593B,0.39
79063C,0.19
37479B,0.39
23181,7.5
37343,0.39
37342,0.79
23009,14.95
23007,14.95
23008,14.95
85093,0.39
22742,2.55
23010,14.95
22066,0.39
23007,16.95
23008,16.95
23009,16.95
21398,0.39
21392,0.39
21399,0.39
23010,16.95
16202A,0.5
37500,4.95
37482P,0.39
84596J,0.42
21403,0.12
21402,0.12
85094,0.19
84563A,2.95
84563B,2.95
22989,2.55
22371,3.95
22062,0.83
21401,0.12
21394,0.39
22060,3.95
35809A,0.83
35810B,0.83
35810A,0.83
85159A,1.95
22933,2.1
17003,0.25
85152,1.85
23182,0.72
85187,1.45
21078,0.72
22423,4.0
23184,4.15
85160B,0.39
37479P,0.39
37333,1.95
22171,6.95
22851,0.72
21395,0.39
37327,0.39
37351,0.39
37340,0.39
85159B,1.95
21393,0.39
37488A,0.39
35265,1.95
79063D,0.19
84659A,2.1
37330,0.39
22137,2.55
47503A,1.06
79191C,0.63
47471,0.53
47481,0.68
47518F,0.12
85078,0.19
21400,0.12
35914,0.85
23077,1.25
23076,1.25
23078,1.25
22900,2.32
22479,1.48
22478,1.48
22477,1.48
22458,2.69
21897,3.21
21898,3.21
21876,1.48
21896,2.4
82551,1.7
82552,1.7
21259,6.0
85066,12.98
22459,2.69
23159,2.08
23154,2.08
23156,2.08
23155,0.83
21033,1.95
22507,3.85
23159,1.85
23154,1.85
23158,1.85
23156,1.85
84951B,1.25
85028S,1.95
85028S,2.55
23128,4.15
23126,4.15
23178,2.49
23179,2.49
23155,0.72
22900,3.25
21931,2.08
22385,2.08
85099F,2.08
21930,2.08
22411,2.08
21929,2.08
85099C,2.08
21928,2.08
15036,0.72
23158,2.08
20712,2.08
22386,2.08
85141,3.95
85144,1.95
22558,1.45
22895,3.25
23157,2.08
85099F,1.79
22386,1.79
85099B,2.08
79164,0.39
79163,0.39
21530,0.79
21096,0.39
21319,0.39
21318,0.39
21654,0.39
79030D,0.39
79030G,0.39
85145,3.95
22627,0.76
15036,0.83
22558,1.65
21294,0.39
22558,1.0
75131,1.0
21090,0.39
21084,0.19
22621,1.65
79051A,0.29
21891,1.45
84751B,0.79
47013C,0.12
47013A,0.12
22663,2.08
21890,3.25
20711,2.08
21033,2.08
21439,1.06
35809B,0.83
79026B,0.39
20801,0.79
85146,1.95
22622,11.95
22623,5.95
21845,0.79
21087,0.19
21089,0.19
84951A,0.79
85099B,1.79
16202E,0.5
20803,0.39
22616,0.2
21320,0.79
84843,4.65
47021G,0.39
21316,0.79
21736,0.39
22385,1.79
79331,0.38
84877A,1.25
22620,1.45
22927,4.95
23076,1.04
23254,4.15
23256,4.15
84750B,0.39
84951B,0.79
84880,6.65
21931,1.79
35965,0.79
22567,1.45
85006,0.85
23255,4.15
85008,1.5
90025A,3.75
37487B,0.29
84575A,1.95
23205,0.85
23201,2.08
23207,1.65
23199,2.08
23206,1.65
23204,0.85
23208,1.65
23207,1.45
23206,1.45
23208,1.45
23201,1.79
37468,0.39
84388,0.39
23199,1.79
47566B,4.15
37467,0.39
23201,1.65
23199,1.65
23204,0.72
85099C,1.79
23199,1.95
21792,3.95
21793,3.95
84535A,0.42
23201,1.95
23065,12.5
22846,5.0
16202B,0.5
23060,2.08
23057,4.15
23057,4.95
85123A,2.4
47556B,2.1
21175,1.69
23066,8.25
23068,2.49
23075,4.15
23153,3.75
71279,2.55
23073,12.5
84576,1.95
23146,3.29
23061,1.25
37489A,0.39
37489D,0.39
37489B,0.39
37489C,0.39
85163B,3.95
85163A,3.95
85183B,0.75
85183A,0.75
22461,3.95
47563A,1.25
20823,0.79
20827,0.39
20826,0.39
23055,6.25
23056,6.25
21932,1.65
21933,1.65
23140,4.15
23141,4.15
23135,5.75
23132,5.75
21896,2.35
23071,12.5
23152,3.75
23068,2.08
23132,4.95
23134,7.05
23133,7.05
23133,8.25
23147,1.45
23148,0.83
22411,1.79
21928,1.79
23144,0.72
20846,1.06
23142,10.4
23136,3.75
23139,1.45
23138,1.45
23150,2.49
23134,8.25
23145,0.95
23253,15.95
84906,1.95
23144,0.83
23137,3.75
21794,3.95
90135,4.95
35648,0.83
84859A,1.95
47348A,0.39
23069,6.25
16244B,0.5
23131,4.15
23067,4.15
22900,2.75
22386,1.74
21928,1.74
85099F,1.74
85099C,1.74
21898,3.15
47341B,1.25
47341A,1.25
47343A,0.83
47344B,0.83
62097B,0.83
62043B,0.83
23163,2.49
23284,6.75
23283,7.95
23284,7.95
85211,1.45
21641,0.72
16008,0.08
16216,0.12
16219,0.16
16218,0.12
23205,0.72
23078,1.04
23077,1.04
22994,0.36
22997,0.36
23000,0.36
23002,0.36
23006,0.36
20659,1.06
20618,1.69
20619,1.69
21865,1.69
23162,3.75
22115,2.55
85152,5.0
82567,1.69
85231B,0.72
23137,3.29
23153,3.39
23152,3.39
23136,3.29
21441,0.72
35923,1.06
85130B,1.45
85131A,1.06
85131C,1.06
20794,2.1
23140,3.75
23138,1.25
23139,1.25
23146,2.89
23147,1.25
23148,0.72
20816,1.95
23048,4.15
23042,6.65
23041,4.15
23040,5.75
23064,49.95
84687,4.95
23130,4.15
21429,1.95
20835,0.83
46138B,0.85
84800S,1.06
20836,0.83
20837,0.83
23073,11.15
23160,1.04
23161,1.04
23164,4.15
23162,3.29
23149,2.49
23148,0.85
21747,1.05
23164,4.95
79063C,0.18
84916,4.95
35471D,0.65
23135,4.95
23283,6.75
84689,2.0
23143,10.4
23299,3.75
23298,4.95
23161,1.25
23160,1.25
23070,4.15
21621,7.5
23298,4.15
20839,0.85
23151,2.49
23043,6.25
23045,4.15
84859C,1.95
84859B,1.95
23209,1.65
23200,2.08
23203,2.08
90076,2.55
23072,12.5
23202,2.08
23046,6.65
23047,5.75
23044,4.15
35815P,0.38
23282,0.83
23280,0.83
23190,1.65
23200,1.65
23191,1.65
23175,3.25
23174,4.15
23173,8.15
23172,1.65
23171,1.65
23170,1.65
23175,2.75
23174,3.75
23202,1.95
23200,1.95
23203,1.95
23209,1.45
20711,1.79
20712,1.79
23173,9.95
23081,8.25
23084,2.08
23281,0.83
23118,7.5
23096,1.65
23202,1.79
23091,6.25
23094,12.5
23108,6.25
23080,8.25
23108,5.39
23110,5.75
23192,1.65
23202,1.65
23203,1.65
22663,1.79
23100,1.25
23102,0.83
23082,3.75
16151A,1.25
23093,2.49
23084,1.79
23109,2.49
23103,1.65
23112,7.5
23109,2.89
23111,12.5
23079,8.95
21735,6.0
23167,0.69
23104,12.5
23254,3.75
23170,1.45
23168,1.25
21128,5.95
23131,3.75
23130,3.75
23280,0.72
23299,3.39
23169,4.15
23165,1.45
23071,11.15
23253,12.5
23200,1.79
21033,1.79
23145,0.79
23163,2.08
23281,0.72
21929,1.79
23101,0.83
23165,1.65
23166,1.25
23167,0.83
23089,1.65
23107,2.89
23190,1.45
23191,1.45
23168,1.04
23171,1.45
23082,3.29
23106,2.89
23203,1.79
23087,1.25
23088,1.25
23112,6.65
23172,1.45
23111,10.4
23301,1.65
23300,1.45
23300,1.65
23091,5.39
23302,1.65
23090,0.83
23103,1.45
23083,3.75
23092,7.9
23118,6.65
23142,9.15
23301,1.45
23085,10.4
23283,4.58
21428,2.66
21430,2.33
22501,7.62
23284,4.58
23099,6.65
23086,1.25
21929,1.74
85099B,1.74
22913,3.37
23134,5.88
82484,4.86
22912,3.37
22914,3.37
23135,3.32
23301,1.18
23302,1.18
22424,9.42
22061,6.79
37449,6.79
22960,2.96
22666,1.98
22849,11.63
22847,11.63
22848,11.63
22846,11.63
23300,1.18
82482,1.92
22844,6.42
22845,4.27
22349,2.46
22700,1.68
22701,1.66
23092,6.65
23096,1.45
23192,1.45
23282,0.72
23176,1.95
23193,1.95
23177,1.95
23194,1.95
22981,1.25
22918,0.55
22919,0.55
22920,0.55
22921,0.55
22916,0.55
22917,0.55
22925,4.95
22928,4.95
22423,5.0
23053,7.45
23052,7.45
23049,7.45
22895,2.75
23089,1.45
23129,4.15
23090,0.72
84806B,1.25
23064,41.75
22659,1.9
22625,6.25
90050,6.95
90141B,4.95
21930,1.79
23169,3.75
22349,4.18
23228,1.25
23227,1.25
C2,18.0
23256,3.75
23255,3.75
23102,0.72
23101,0.72
23110,4.95
23100,1.04
23083,3.29
23080,7.5
23081,7.5
23444,15.0
23226,1.25
23214,2.08
23215,2.08
23210,1.25
23213,1.25
23212,1.25
23219,1.25
23224,0.83
23221,0.83
23106,2.49
23107,2.49
23211,1.04
23214,1.79
23212,1.04
23215,1.79
23210,1.04
23213,1.04
23216,1.04
23217,1.04
23225,0.72
23226,1.04
23227,1.04
23302,1.45
23228,1.04
20657,1.06
85095,1.65
20867,1.06
84050,1.45
84527,1.65
22439,0.55
21025,1.06
21026,1.06
84549,1.45
22535,0.36
23275,1.25
23263,1.25
23309,0.55
15056BL,1.95
15056N,1.95
22894,8.15
23054,7.45
23051,7.45
23050,7.45
23099,5.75
22825,6.75
23270,1.45
20996,0.19
85213,0.29
23309,0.42
23307,0.55
22501,3.0
23306,1.45
85212,0.29
23308,0.55
23273,1.65
23274,1.65
47574A,0.75
21382,0.75
16052,0.19
22610,0.19
22608,0.19
20992,0.39
75172,0.79
84422,0.39
21371,0.75
21365,0.75
20984,0.29
21391,0.75
22208,0.83
22232,0.59
22231,0.59
84944,1.65
22609,0.19
21373,0.75
22209,0.83
22161,0.19
35471D,0.39
16043,0.12
22269,0.39
16218,0.06
16216,0.06
21636,0.75
23240,4.15
22230,0.29
22342,0.75
22266,0.19
21386,0.19
22210,0.83
51014L,0.39
23238,4.15
22211,0.83
16219,0.06
16259,0.08
16045,0.04
21634,0.39
51014A,0.39
21658,3.75
22783,12.48
23243,4.15
84865,2.95
84415B,1.25
84415A,1.25
84226,0.64
35912B,1.06
23444,30.0
23245,4.95
23239,4.15
23236,2.89
23235,2.89
23241,2.08
23242,2.08
23243,4.95
23247,2.89
23216,1.25
23244,1.95
23237,4.15
51014C,0.39
23237,3.75
35923,0.39
23245,4.15
20713,2.08
16054,0.12
23321,1.69
23310,0.42
23220,0.83
84820,4.65
21209,0.39
21635,1.25
85204,0.12
21372,0.75
23079,8.25
22228,0.39
22229,0.39
22268,0.19
22286,0.39
22233,0.59
22502,649.5
23266,1.25
23265,1.25
23264,1.25
23269,1.45
23268,1.45
23252,3.75
23322,2.95
23286,0.85
23338,2.08
23285,0.85
23288,0.85
22287,0.39
85194S,0.19
23211,1.25
37462E,0.19
23343,2.08
22588,2.89
22596,1.25
23271,0.83
23335,2.08
23339,2.08
23336,2.08
23337,2.08
23292,1.25
23291,1.25
23289,1.25
23290,1.25
23287,0.85
23188,1.65
23251,1.25
23249,1.65
23250,1.25
23307,0.42
23308,0.42
82484,4.8
22507,3.91
22507,3.9
21623,6.4
23229,3.39
23236,2.49
23235,2.49
23286,0.72
23285,0.72
23306,1.25
23249,1.45
23252,3.29
23251,1.04
23234,2.89
23012,3.95
23014,3.95
23035,1.45
23012,3.45
23014,3.45
23229,3.75
23020,12.5
23032,1.65
23028,1.65
23031,1.65
23029,1.65
23033,1.45
23034,1.45
23013,3.95
20713,1.79
23321,1.65
21208,0.39
23173,8.0
23238,3.75
23240,3.75
23244,1.65
23288,0.72
23287,0.72
23344,2.08
20869,0.39
21367,0.75
23239,3.75
23241,1.85
23242,1.85
23291,1.05
23292,1.05
23233,0.34
23032,1.45
23028,1.45
23022,1.79
85099C,1.75
23199,1.75
22386,1.75
C2,25.0
21194,0.65
22734,2.89
22267,0.39
23187,0.28
23186,0.28
23185,0.28
21368,0.75
23016,6.65
23020,11.15
23013,3.45
23026,1.79
23035,1.25
23119,0.62
23123,0.83
23122,0.83
23120,0.42
23121,0.42
23124,1.25
23125,1.25
23039,1.95
75011,0.79
20615,0.75
23022,2.08
23023,1.65
23343,1.79
10080,0.39
22536,0.27
22535,0.27
22533,0.27
22532,0.27
22693,0.86
21890,2.26
22550,2.62
21703,0.27
21912,2.62
23229,2.62
22548,0.85
21790,0.58
84679,19.95
23019,8.25
23272,1.65
23036,1.25
23021,4.15
21915,0.98
23198,1.45
23027,2.08
23186,0.29
23187,0.29
23015,8.25
23016,7.85
23024,2.89
22279,1.06
23225,0.83
23217,1.25
23223,0.83
23222,0.83
23197,1.45
23196,1.45
23267,1.25
22591,3.25
23198,1.25
23323,2.1
23315,9.95
23316,9.95
23342,8.5
23341,8.5
23037,1.65
23317,9.95
23017,12.5
23018,12.5
23025,2.08
23026,2.08
47566B,4.25
82483,6.89
23024,2.49
23290,1.05
23119,0.53
23122,0.72
23121,0.36
23123,0.72
23289,1.05
23018,11.15
23017,11.15
23019,7.45
20713,1.74
21931,1.74
23118,5.32
23201,1.75
23200,1.75
85099B,1.75
23202,1.75
22115,0.79
21179,0.39
21905,0.79
79062D,0.29
47504K,0.79
21163,0.39
22096,0.39
22098,0.39
22095,0.39
22097,0.39
22099,0.39
85130D,0.79
35265,1.0
21359,3.95
21642,0.29
23234,2.49
22402,0.39
22403,0.39
21306,0.29
21311,0.29
21307,0.29
81952B,0.19
81952V,0.19
81950V,0.29
81950B,0.29
22400,0.39
22398,0.39
22396,0.39
22091,0.39
84660A,0.79
84663A,0.79
84660B,0.79
84660C,0.79
84629,4.95
84686,0.79
23321,1.45
23320,2.89
23104,10.4
22092,0.39
23120,0.36
84929,0.19
85211,0.79
22909,0.72
85071B,0.39
84927E,0.39
84926D,0.29
22093,0.39
22094,0.39
23574,7.5
21162,0.39
21158,0.39
16008,0.12
84926F,0.29
21763,20.0
84976,0.79
23268,1.25
85071A,0.39
85071D,0.39
85071C,0.39
22116,0.79
23318,2.49
23319,2.49
84925F,0.79
90205A,1.65
44236,0.79
21694,2.55
84926A,0.29
84926E,0.29
22826,85.0
21159,0.39
84725,0.75
20832,0.39
84706F,2.95
85130C,0.79
21850,4.25
44242A,0.79
84818,0.79
22100,0.39
84927D,0.39
84927A,0.39
85130B,0.79
23038,0.83
23316,8.15
23313,4.95
23296,1.04
23294,0.72
23293,0.72
23295,0.72
23297,1.45
47503H,0.79
21641,0.29
84924F,0.79
23296,1.25
23294,0.83
23297,1.65
84927F,0.39
81953B,0.19
81953P,0.19
23185,0.29
23293,0.83
15056BL,4.25
21503,0.34
23197,1.25
23198,1.04
23295,0.83
23311,2.55
47504H,0.79
82583,2.39
22413,3.2
82600,2.39
21181,2.39
21174,2.39
21166,2.39
22306,1.25
23314,12.5
23247,2.49
23312,4.15
90030C,1.0
90030B,1.0
90031,1.0
90030A,1.0
90141D,4.95
23550,0.42
23341,7.65
22339,0.55
23218,1.25
22048,0.34
22831,2.55
23065,11.15
23066,7.45
84402B,0.79
23549,0.42
23546,0.42
23033,1.25
20868,0.39
22625,6.0
84732D,0.39
84732B,0.39
23545,0.42
23125,1.04
23124,1.04
23547,0.42
23548,0.42
21698,0.39
84387A,1.95
84723,1.95
23216,1.06
23219,1.04
23218,1.04
23224,0.72
23263,1.04
23270,1.25
23273,1.45
23274,1.45
23317,8.15
23322,2.55
23323,1.85
23039,1.65
23088,1.04
23087,1.04
23037,1.45
22771,1.04
23034,1.25
22948,0.72
16236,0.16
16238,0.16
16169E,0.42
84857B,1.95
47566,4.3
23005,0.36
23347,1.25
23345,1.25
23346,1.25
22165,10.75
23335,1.85
23196,1.25
23122,0.65
79321,4.65
23344,1.79
85152,1.66
23315,8.15
23318,2.08
23157,1.85
23319,2.08
23320,2.49
23338,1.85
84536B,0.32
21891,1.02
84731,0.39
23340,1.65
23186,1.04
23360,1.95
23359,1.95
23373,0.82
23436,1.25
23353,0.83
23354,0.83
23374,0.82
23438,1.25
23189,2.49
23313,4.15
23349,1.25
23350,1.25
23352,1.25
23351,1.25
23275,1.04
20897,2.55
23324,2.08
35638A,1.95
23332,1.65
23329,1.65
23330,1.25
23329,1.45
23334,0.55
23332,1.45
23333,1.04
23333,1.25
23328,3.75
23331,0.63
23327,0.63
23189,2.89
23334,0.63
23359,1.65
23326,0.63
23345,1.08
23346,1.08
23325,1.65
22686,1.06
23326,0.55
21794,2.0
23310,0.36
84813,10.95
35597D,0.38
22307,1.25
23328,3.39
23327,0.55
48184,8.0
48185,8.0
48187,8.0
48188,8.0
48194,8.0
20685,8.0
21524,8.0
21955,8.0
22365,8.0
21523,8.0
22689,8.0
22690,8.0
48138,8.0
22666,3.2
22117,3.2
23286,1.08
23288,1.08
23285,1.08
22989,3.28
22993,1.43
22979,1.65
22978,4.02
22728,4.08
22730,4.08
22969,1.7
23298,5.14
22930,2.6
22960,4.6
22722,4.25
22720,5.08
23243,5.15
23340,1.45
23360,1.65
23353,0.72
22734,2.49
23436,1.04
23550,0.34
23545,0.34
21197,1.45
23314,10.39
23312,3.75
47351B,2.55
85099F,1.75
21931,1.75
21929,1.75
85104,2.55
22114,4.25
23357,4.95
23358,3.75
23375,0.82
23356,5.95
23355,4.95
90176E,7.5
23437,1.25
82578,0.72
84029E,3.95
23086,1.04
23445,0.83
20831,1.69
85024B,1.45
85025C,1.45
85025B,1.45
20713,1.75
21928,1.75
22411,1.75
20712,1.75
23439,2.1
23355,4.15
23023,1.45
22114,3.75
23350,1.04
23351,1.04
23352,1.04
23431,0.72
23324,1.85
23431,0.83
23433,0.83
23348,2.08
16207B,2.46
16225,3.29
16254,1.63
84249A,0.83
84659A,1.23
23348,1.79
84968F,10.95
23432,0.83
22625,7.5
48138,8.25
20685,8.25
21955,8.25
22690,8.25
48129,8.25
22687,8.25
23439,1.85
23356,4.95
23358,3.29
23376,0.39
23378,0.39
22366,8.25
22414,8.25
22365,8.25
21754,6.25
21755,6.25
21523,8.25
48187,8.25
82482,2.95
21669,1.45
21668,1.45
21672,1.45
22173,3.29
23445,0.72
22376,3.95
23188,1.45
23266,1.04
23325,1.45
23331,0.55
23330,1.04
23357,4.15
23432,0.72
23433,0.72
23061,1.04
23183,3.29
21756,6.25
84378,1.45
84380,1.45
23551,0.39
22616,0.39
21967,0.39
21524,8.25
21982,0.39
21670,1.45
22941,6.5
22113,4.25
84029G,4.25
22835,4.95
21986,0.39
22178,1.65
22689,8.25
21984,0.39
22178,1.95
20718,2.46
20733,0.83
21914,2.46
22086,5.79
22188,8.29
22354,7.46
22356,1.63
22446,2.46
22457,5.79
22492,1.63
22812,4.13
22896,4.96
22897,3.29
22939,10.79
22961,3.29
51014A,0.83
84031A,4.13
85131B,0.83
21671,1.45
21673,1.45
48194,8.25
22077,1.95
22114,4.65
84029E,4.25
23396,3.75
23395,3.75
23394,3.75
23407,9.95
23393,3.75
23427,12.5
48111,8.25
48188,8.25
22692,8.25
22691,8.25
23397,9.95
23377,0.39
23399,0.85
23089,1.95
21980,0.39
71477,3.95
21874,1.65
21484,4.25
21876,1.65
21871,1.65
23411,4.95
23398,0.85
21479,4.25
22614,0.39
37370,1.65
21877,1.65
48173C,8.25
23404,4.95
23424,4.95
23406,6.25
23414,9.95
23405,4.95
23379,0.39
23381,0.39
23380,0.39
23402,3.75
23403,3.75
48187,7.08
82583,2.4
21981,0.39
23426,2.89
23425,2.49
23412,7.5
23392,2.08
23400,6.25
21985,0.39
23397,8.15
23093,2.08
23267,1.04
23271,0.69
23378,0.32
23376,0.32
84970L,1.25
21983,0.39
23426,2.49
23374,0.72
21481,3.75
17003,0.39
23415,1.65
23417,1.65
23413,4.95
23409,3.75
23408,2.08
48184,8.25
23401,6.25
23031,1.45
23029,1.45
23410,8.15
23559,2.08
23423,3.75
23421,2.08
23422,2.08
71477,3.29
48138,7.08
21523,7.08
48185,8.25
23085,8.25
23263,2.46
23264,2.46
23265,2.46
23266,2.46
23275,2.46
35971,2.46
84596F,0.83
84992,1.25
85049H,0.83
90119,2.46
15056N,12.46
16235,0.42
20661,5.79
21441,1.63
21703,0.83
22074,1.25
22076,1.25
22107,3.29
22109,7.46
22310,3.29
22314,5.79
22420,0.83
22422,1.25
22489,0.83
22577,1.63
22578,1.63
22579,1.63
22581,1.63
22703,1.63
22948,1.66
22988,2.46
23188,3.29
22307,1.06
22306,1.06
20685,7.08
48194,7.08
48185,7.08
23418,2.08
23419,2.08
23435,2.08
23434,2.08
23391,4.15
23390,4.15
23389,4.15
23074,2.08
23388,4.15
22589,2.89
48184,7.08
23416,1.65
23427,10.4
21524,7.08
22909,0.68
23389,3.75
23392,1.79
23390,3.75
23388,3.75
23559,1.79
23391,3.75
23347,1.08
23129,3.75
23418,1.79
22108,3.29
22131,4.13
22144,4.13
22151,1.63
22156,1.63
22227,1.25
22593,1.63
22594,1.63
22595,1.63
22605,24.96
22653,1.63
22960,8.29
22969,3.29
22980,3.29
22982,2.46
22983,0.83
22991,4.13
22992,4.13
23096,3.29
23222,1.63
23245,10.79
23282,2.46
35648,1.63
48185,15.79
48194,15.79
51014C,0.83
82483,14.13
82494L,7.46
84347,4.96
84596B,0.83
84660A,7.46
85039A,1.63
85061W,1.63
85078,1.63
85131C,0.83
20724,1.63
20956,2.46
20971,2.46
20972,2.46
21258,24.96
21468,7.46
21494,2.46
21564,5.79
21684,2.46
21739,2.46
21791,2.46
21818,1.63
21866,2.46
22027,0.83
23380,0.32
23381,0.32
48116,8.25
21481,3.39
23058,2.49
23342,7.65
22709,0.36
22688,7.08
22690,7.08
23222,0.72
23420,2.08
23424,4.15
23412,6.65
22596,1.04
22688,8.25
22615,0.39
23373,0.72
22689,4.58
22688,4.58
22687,4.58
22660,7.08
23113,4.95
22959,0.36
35819P,1.25
21985,0.32
22043,0.36
23419,1.79
17003,0.32
23284,8.25
23113,5.15
21873,1.48
21874,1.48
21877,1.48
23108,6.5
22766,3.2
21485,5.1
22508,4.08
22111,5.1
22138,5.1
22507,5.1
22637,2.5
82600,2.41
21733,3.2
22470,3.2
85123A,3.2
21166,2.41
21175,2.66
23113,5.06
22979,1.7
22978,4.18
22720,5.18
23243,5.06
22114,5.1
21810,0.39
21809,0.39
21811,0.39
21822,0.79
22589,2.49
22692,7.08
21484,3.75
23411,4.15
23414,8.49
21846,8.29
90087,1.63
21851,8.29
21868,3.29
21871,3.29
21872,3.29
21876,3.29
21877,3.29
21888,7.46
21889,2.46
21890,5.79
21892,2.46
21903,4.13
21905,1.63
90093,1.63
90166,4.15
21908,4.13
21912,7.46
21913,7.46
21915,2.46
21916,0.83
21932,2.46
21933,2.46
21935,1.63
22953,2.46
21947,2.46
21975,1.25
21977,1.25
21981,0.83
21982,0.83
21983,0.83
21984,0.83
21985,0.83
21986,0.83
21990,2.46
21991,2.46
21992,2.46
21993,2.46
22028,0.83
22029,0.83
22064,3.29
22070,7.46
22077,3.29
22083,5.79
22093,2.46
22116,1.63
22121,11.63
22124,2.46
22134,0.83
22135,0.83
22138,10.79
22139,10.79
22141,4.13
22142,3.29
22147,3.29
22158,5.79
22161,0.79
22174,3.29
22178,2.46
22185,3.29
22186,5.79
22195,3.29
22196,1.63
22207,8.29
22211,3.29
22219,1.63
22271,5.79
22273,5.79
22304,4.96
22305,4.96
22311,5.79
22312,5.79
22320,11.63
22324,4.13
22335,1.25
22341,3.29
22344,1.63
22348,1.63
22355,1.63
22362,5.79
22367,4.13
22371,8.29
22380,4.13
22381,4.13
22383,4.13
22390,4.96
10135,2.46
11001,3.29
16238,0.42
16258A,0.83
20655,2.46
20659,2.46
20676,2.46
20677,2.46
20679,12.46
20707,2.46
20712,4.13
20713,4.13
20723,1.63
20726,4.13
20767,4.96
22396,2.46
22406,2.46
22407,2.46
22414,15.79
22417,1.25
22418,1.63
22419,0.83
22421,0.83
22423,24.96
22436,1.25
22439,1.25
22449,2.46
22467,4.96
22469,1.63
22469,3.29
22476,10.79
22488,3.29
22494,2.46
22508,7.46
22512,7.46
22513,7.46
22544,0.83
22548,2.46
22549,3.29
22554,3.29
22557,3.29
22560,2.46
22565,1.63
22566,1.63
22568,7.46
22569,7.46
22570,7.46
22573,1.63
22574,1.63
22584,4.96
22591,6.63
22596,2.46
22601,1.63
22602,1.63
22603,1.63
22619,7.46
22620,2.46
